any;municipi;sexe;concepte;estat;valor
1998;Seu d'Urgell, la;total;població;;10661
1998;Seva;homes;població;;1211
1998;Seva;dones;població;;1165
1998;Seva;total;població;;2376
1998;Sidamon;homes;població;;238
1998;Sidamon;dones;població;;238
1998;Sidamon;total;població;;476
1998;Sils;homes;població;;1440
1998;Sils;dones;població;;1408
1998;Sils;total;població;;2848
1998;Sitges;homes;població;;8740
1998;Sitges;dones;població;;8860
1998;Sitges;total;població;;17600
1998;Siurana;homes;població;;73
1998;Siurana;dones;població;;85
1998;Siurana;total;població;;158
1998;Sobremunt;homes;població;;47
1998;Sobremunt;dones;població;;48
1998;Sobremunt;total;població;;95
1998;Soleràs, el;homes;població;;212
1998;Soleràs, el;dones;població;;208
1998;Soleràs, el;total;població;;420
1998;Solivella;homes;població;;304
1998;Solivella;dones;població;;327
1998;Solivella;total;població;;631
1998;Solsona;homes;població;;3593
1998;Solsona;dones;població;;3579
1998;Solsona;total;població;;7172
1998;Sora;homes;població;;96
1998;Sora;dones;població;;85
1998;Sora;total;població;;181
1998;Soriguera;homes;població;;155
1998;Soriguera;dones;població;;143
1998;Soriguera;total;població;;298
1998;Sort;homes;població;;854
1998;Sort;dones;població;;861
1998;Sort;total;població;;1715
1998;Soses;homes;població;;795
1998;Soses;dones;població;;736
1998;Soses;total;població;;1531
1998;Subirats;homes;població;;1208
1998;Subirats;dones;població;;1168
1998;Subirats;total;població;;2376
1998;Sudanell;homes;població;;394
1998;Sudanell;dones;població;;337
1998;Sudanell;total;població;;731
1998;Sunyer;homes;població;;152
1998;Sunyer;dones;població;;153
1998;Sunyer;total;població;;305
1998;Súria;homes;població;;3069
1998;Súria;dones;població;;3196
1998;Súria;total;població;;6265
1998;Susqueda;homes;població;;49
1998;Susqueda;dones;població;;40
1998;Susqueda;total;població;;89
1998;Tagamanent;homes;població;;108
1998;Tagamanent;dones;població;;87
1998;Tagamanent;total;població;;195
1998;Talamanca;homes;població;;42
1998;Talamanca;dones;població;;37
1998;Talamanca;total;població;;79
1998;Talarn;homes;població;;187
1998;Talarn;dones;població;;175
1998;Talarn;total;població;;362
1998;Talavera;homes;població;;152
1998;Talavera;dones;població;;138
1998;Talavera;total;població;;290
1998;Tallada d'Empordà, la;homes;població;;169
1998;Tallada d'Empordà, la;dones;població;;157
1998;Tallada d'Empordà, la;total;població;;326
1998;Taradell;homes;població;;2405
1998;Taradell;dones;població;;2449
1998;Taradell;total;població;;4854
1998;Tarragona;homes;població;;55158
1998;Tarragona;dones;població;;57637
1998;Tarragona;total;població;;112795
1998;Tàrrega;homes;població;;5863
1998;Tàrrega;dones;població;;6318
1998;Tàrrega;total;població;;12181
1998;Tarrés;homes;població;;58
1998;Tarrés;dones;població;;51
1998;Tarrés;total;població;;109
1998;Tarroja de Segarra;homes;població;;97
1998;Tarroja de Segarra;dones;població;;90
1998;Tarroja de Segarra;total;població;;187
1998;Tavèrnoles;homes;població;;119
1998;Tavèrnoles;dones;població;;131
1998;Tavèrnoles;total;població;;250
1998;Tavertet;homes;població;;75
1998;Tavertet;dones;població;;66
1998;Tavertet;total;població;;141
1998;Teià;homes;població;;2444
1998;Teià;dones;població;;2403
1998;Teià;total;població;;4847
1998;Térmens;homes;població;;704
1998;Térmens;dones;població;;691
1998;Térmens;total;població;;1395
1998;Terrades;homes;població;;86
1998;Terrades;dones;població;;97
1998;Terrades;total;població;;183
1998;Terrassa;homes;població;;80719
1998;Terrassa;dones;població;;84935
1998;Terrassa;total;població;;165654
1998;Tiana;homes;població;;2678
1998;Tiana;dones;població;;2707
1998;Tiana;total;població;;5385
1998;Tírvia;homes;població;;65
1998;Tírvia;dones;població;;57
1998;Tírvia;total;població;;122
1998;Tiurana;homes;població;;16
1998;Tiurana;dones;població;;7
1998;Tiurana;total;població;;23
1998;Tivenys;homes;població;;464
1998;Tivenys;dones;població;;472
1998;Tivenys;total;població;;936
1998;Tivissa;homes;població;;870
1998;Tivissa;dones;població;;893
1998;Tivissa;total;població;;1763
1998;Tona;homes;població;;2859
1998;Tona;dones;població;;2940
1998;Tona;total;població;;5799
1998;Torà;homes;població;;596
1998;Torà;dones;població;;578
1998;Torà;total;població;;1174
1998;Tordera;homes;població;;4650
1998;Tordera;dones;població;;4531
1998;Tordera;total;població;;9181
1998;Torelló;homes;població;;5857
1998;Torelló;dones;població;;6174
1998;Torelló;total;població;;12031
1998;Torms, els;homes;població;;108
1998;Torms, els;dones;població;;87
1998;Torms, els;total;població;;195
1998;Tornabous;homes;població;;422
1998;Tornabous;dones;població;;400
1998;Tornabous;total;població;;822
1998;Torre de Cabdella, la;homes;població;;327
1998;Torre de Cabdella, la;dones;població;;331
1998;Torre de Cabdella, la;total;població;;658
1998;Torre de Claramunt, la;homes;població;;1089
1998;Torre de Claramunt, la;dones;població;;1009
1998;Torre de Claramunt, la;total;població;;2098
1998;Torre de Fontaubella, la;homes;població;;46
1998;Torre de Fontaubella, la;dones;població;;56
1998;Torre de Fontaubella, la;total;població;;102
1998;Torre de l'Espanyol, la;homes;població;;345
1998;Torre de l'Espanyol, la;dones;població;;318
1998;Torre de l'Espanyol, la;total;població;;663
1998;Torrebesses;homes;població;;165
1998;Torrebesses;dones;població;;172
1998;Torrebesses;total;població;;337
1998;Torredembarra;homes;població;;4721
1998;Torredembarra;dones;població;;4833
1998;Torredembarra;total;població;;9554
1998;Torrefarrera;homes;població;;821
1998;Torrefarrera;dones;població;;788
1998;Torrefarrera;total;població;;1609
1998;Torrefeta i Florejacs;homes;població;;327
1998;Torrefeta i Florejacs;dones;població;;333
1998;Torrefeta i Florejacs;total;població;;660
1998;Torregrossa;homes;població;;1101
1998;Torregrossa;dones;població;;1137
1998;Torregrossa;total;població;;2238
1998;Torrelameu;homes;població;;311
1998;Torrelameu;dones;població;;266
1998;Torrelameu;total;població;;577
1998;Torrelavit;homes;població;;588
1998;Torrelavit;dones;població;;573
1998;Torrelavit;total;població;;1161
1998;Torrelles de Foix;homes;població;;901
1998;Torrelles de Foix;dones;població;;801
1998;Torrelles de Foix;total;població;;1702
1998;Torrelles de Llobregat;homes;població;;1623
1998;Torrelles de Llobregat;dones;població;;1593
1998;Torrelles de Llobregat;total;població;;3216
1998;Torrent;homes;població;;86
1998;Torrent;dones;població;;87
1998;Torrent;total;població;;173
1998;Torres de Segre;homes;població;;914
1998;Torres de Segre;dones;població;;891
1998;Torres de Segre;total;població;;1805
1998;Torre-serona;homes;població;;147
1998;Torre-serona;dones;població;;148
1998;Torre-serona;total;població;;295
1998;Torroella de Fluvià;homes;població;;165
1998;Torroella de Fluvià;dones;població;;135
1998;Torroella de Fluvià;total;població;;300
1998;Torroella de Montgrí;homes;població;;4065
1998;Torroella de Montgrí;dones;població;;3955
1998;Torroella de Montgrí;total;població;;8020
1998;Torroja del Priorat;homes;població;;75
1998;Torroja del Priorat;dones;població;;55
1998;Torroja del Priorat;total;població;;130
1998;Tortellà;homes;població;;358
1998;Tortellà;dones;població;;351
1998;Tortellà;total;població;;709
1998;Tortosa;homes;població;;14339
1998;Tortosa;dones;població;;15261
1998;Tortosa;total;població;;29600
1998;Toses;homes;població;;84
1998;Toses;dones;població;;57
1998;Toses;total;població;;141
1998;Tossa de Mar;homes;població;;1984
1998;Tossa de Mar;dones;població;;2032
1998;Tossa de Mar;total;població;;4016
1998;Tremp;homes;població;;2641
1998;Tremp;dones;població;;2716
1998;Tremp;total;població;;5357
1998;Ullà;homes;població;;419
1998;Ullà;dones;població;;384
1998;Ullà;total;població;;803
1998;Ullastrell;homes;població;;521
1998;Ullastrell;dones;població;;500
1998;Ullastrell;total;població;;1021
1998;Ullastret;homes;població;;127
1998;Ullastret;dones;població;;116
1998;Ullastret;total;població;;243
1998;Ulldecona;homes;població;;2575
1998;Ulldecona;dones;població;;2633
1998;Ulldecona;total;població;;5208
1998;Ulldemolins;homes;població;;259
1998;Ulldemolins;dones;població;;240
1998;Ulldemolins;total;població;;499
1998;Ultramort;homes;població;;107
1998;Ultramort;dones;població;;87
1998;Ultramort;total;població;;194
1998;Urús;homes;població;;86
1998;Urús;dones;població;;77
1998;Urús;total;població;;163
1998;Vacarisses;homes;població;;1093
1998;Vacarisses;dones;població;;991
1998;Vacarisses;total;població;;2084
1998;Vajol, la;homes;població;;35
1998;Vajol, la;dones;població;;33
1998;Vajol, la;total;població;;68
1998;Vall d'en Bas, la;homes;població;;1285
1998;Vall d'en Bas, la;dones;població;;1216
1998;Vall d'en Bas, la;total;població;;2501
1998;Vall de Bianya, la;homes;població;;556
1998;Vall de Bianya, la;dones;població;;573
1998;Vall de Bianya, la;total;població;;1129
1998;Vall de Boí, la;homes;població;;445
1998;Vall de Boí, la;dones;població;;348
1998;Vall de Boí, la;total;població;;793
1998;Vall de Cardós;homes;població;;166
1998;Vall de Cardós;dones;població;;158
1998;Vall de Cardós;total;població;;324
1998;Vallbona d'Anoia;homes;població;;534
1998;Vallbona d'Anoia;dones;població;;512
1998;Vallbona d'Anoia;total;població;;1046
1998;Vallbona de les Monges;homes;població;;129
1998;Vallbona de les Monges;dones;població;;130
1998;Vallbona de les Monges;total;població;;259
1998;Vallcebre;homes;població;;155
1998;Vallcebre;dones;població;;130
1998;Vallcebre;total;població;;285
1998;Vallclara;homes;població;;53
1998;Vallclara;dones;població;;52
1998;Vallclara;total;població;;105
1998;Vallfogona de Balaguer;homes;població;;727
1998;Vallfogona de Balaguer;dones;població;;716
1998;Vallfogona de Balaguer;total;població;;1443
1998;Vallfogona de Ripollès;homes;població;;112
1998;Vallfogona de Ripollès;dones;població;;105
1998;Vallfogona de Ripollès;total;població;;217
1998;Vallfogona de Riucorb;homes;població;;71
1998;Vallfogona de Riucorb;dones;població;;61
1998;Vallfogona de Riucorb;total;població;;132
1998;Vallgorguina;homes;població;;606
1998;Vallgorguina;dones;població;;580
1998;Vallgorguina;total;població;;1186
1998;Vallirana;homes;població;;4517
1998;Vallirana;dones;població;;4397
1998;Vallirana;total;població;;8914
1998;Vall-llobrega;homes;població;;147
1998;Vall-llobrega;dones;població;;177
1998;Vall-llobrega;total;població;;324
1998;Vallmoll;homes;població;;543
1998;Vallmoll;dones;població;;515
1998;Vallmoll;total;població;;1058
1998;Vallromanes;homes;població;;583
1998;Vallromanes;dones;població;;544
1998;Vallromanes;total;població;;1127
1998;Valls;homes;població;;9842
1998;Valls;dones;població;;10256
1998;Valls;total;població;;20098
1998;Valls d'Aguilar, les;homes;població;;158
1998;Valls d'Aguilar, les;dones;població;;138
1998;Valls d'Aguilar, les;total;població;;296
1998;Valls de Valira, les;homes;població;;398
1998;Valls de Valira, les;dones;població;;338
1998;Valls de Valira, les;total;població;;736
1998;Vandellòs i l'Hospitalet de l'Infant;homes;població;;2149
1998;Vandellòs i l'Hospitalet de l'Infant;dones;població;;2121
1998;Vandellòs i l'Hospitalet de l'Infant;total;població;;4270
1998;Vansa i Fórnols, la;homes;població;;87
1998;Vansa i Fórnols, la;dones;població;;84
1998;Vansa i Fórnols, la;total;població;;171
1998;Veciana;homes;població;;82
1998;Veciana;dones;població;;72
1998;Veciana;total;població;;154
1998;Vendrell, el;homes;població;;9992
1998;Vendrell, el;dones;població;;10010
1998;Vendrell, el;total;població;;20002
1998;Ventalló;homes;població;;296
1998;Ventalló;dones;població;;275
1998;Ventalló;total;població;;571
1998;Verdú;homes;població;;477
1998;Verdú;dones;població;;514
1998;Verdú;total;població;;991
1998;Verges;homes;població;;555
1998;Verges;dones;població;;572
1998;Verges;total;població;;1127
1998;Vespella de Gaià;homes;població;;97
1998;Vespella de Gaià;dones;població;;75
1998;Vespella de Gaià;total;població;;172
1998;Vic;homes;població;;14784
1998;Vic;dones;població;;15955
1998;Vic;total;població;;30739
1998;Vidrà;homes;població;;82
1998;Vidrà;dones;població;;81
1998;Vidrà;total;població;;163
1998;Vidreres;homes;població;;2162
1998;Vidreres;dones;població;;2140
1998;Vidreres;total;població;;4302
1998;Vielha e Mijaran;homes;població;;1955
1998;Vielha e Mijaran;dones;població;;1941
1998;Vielha e Mijaran;total;població;;3896
1998;Vilabella;homes;població;;406
1998;Vilabella;dones;població;;412
1998;Vilabella;total;població;;818
1998;Vilabertran;homes;població;;388
1998;Vilabertran;dones;població;;387
1998;Vilabertran;total;població;;775
1998;Vilablareix;homes;població;;766
1998;Vilablareix;dones;població;;769
1998;Vilablareix;total;població;;1535
1998;Vilada;homes;població;;278
1998;Vilada;dones;població;;260
1998;Vilada;total;població;;538
1998;Viladamat;homes;població;;210
1998;Viladamat;dones;població;;198
1998;Viladamat;total;població;;408
1998;Viladasens;homes;població;;98
1998;Viladasens;dones;població;;95
1998;Viladasens;total;població;;193
1998;Viladecans;homes;població;;27643
1998;Viladecans;dones;població;;27197
1998;Viladecans;total;població;;54840
1998;Viladecavalls;homes;població;;2593
1998;Viladecavalls;dones;població;;2562
1998;Viladecavalls;total;població;;5155
1998;Vilademuls;homes;població;;371
1998;Vilademuls;dones;població;;365
1998;Vilademuls;total;població;;736
1998;Viladrau;homes;població;;434
1998;Viladrau;dones;població;;427
1998;Viladrau;total;població;;861
1998;Vilafant;homes;població;;1822
1998;Vilafant;dones;població;;1814
1998;Vilafant;total;població;;3636
1998;Vilafranca del Penedès;homes;població;;14169
1998;Vilafranca del Penedès;dones;població;;14756
1998;Vilafranca del Penedès;total;població;;28925
1998;Vilagrassa;homes;població;;228
1998;Vilagrassa;dones;població;;203
1998;Vilagrassa;total;població;;431
1998;Vilajuïga;homes;població;;443
1998;Vilajuïga;dones;població;;451
1998;Vilajuïga;total;població;;894
1998;Vilalba dels Arcs;homes;població;;412
1998;Vilalba dels Arcs;dones;població;;362
1998;Vilalba dels Arcs;total;població;;774
1998;Vilalba Sasserra;homes;població;;171
1998;Vilalba Sasserra;dones;població;;155
1998;Vilalba Sasserra;total;població;;326
1998;Vilaller;homes;població;;327
1998;Vilaller;dones;població;;291
1998;Vilaller;total;població;;618
1998;Vilallonga de Ter;homes;població;;227
1998;Vilallonga de Ter;dones;població;;196
1998;Vilallonga de Ter;total;població;;423
1998;Vilallonga del Camp;homes;població;;605
1998;Vilallonga del Camp;dones;població;;600
1998;Vilallonga del Camp;total;població;;1205
1998;Vilamacolum;homes;població;;120
1998;Vilamacolum;dones;població;;126
1998;Vilamacolum;total;població;;246
1998;Vilamalla;homes;població;;319
1998;Vilamalla;dones;població;;296
1998;Vilamalla;total;població;;615
1998;Vilamaniscle;homes;població;;64
1998;Vilamaniscle;dones;població;;59
1998;Vilamaniscle;total;població;;123
1998;Vilamòs;homes;població;;73
1998;Vilamòs;dones;població;;75
1998;Vilamòs;total;població;;148
1998;Vilanant;homes;població;;157
1998;Vilanant;dones;població;;138
1998;Vilanant;total;població;;295
1998;Vilanova d'Escornalbou;homes;població;;230
1998;Vilanova d'Escornalbou;dones;població;;233
1998;Vilanova d'Escornalbou;total;població;;463
1998;Vilanova de Bellpuig;homes;població;;576
1998;Vilanova de Bellpuig;dones;població;;587
1998;Vilanova de Bellpuig;total;població;;1163
1998;Vilanova de l'Aguda;homes;població;;141
1998;Vilanova de l'Aguda;dones;població;;129
1998;Vilanova de l'Aguda;total;població;;270
1998;Vilanova de la Barca;homes;població;;456
1998;Vilanova de la Barca;dones;població;;467
1998;Vilanova de la Barca;total;població;;923
1998;Vilanova de Meià;homes;població;;252
1998;Vilanova de Meià;dones;població;;226
1998;Vilanova de Meià;total;població;;478
1998;Vilanova de Prades;homes;població;;77
1998;Vilanova de Prades;dones;població;;66
1998;Vilanova de Prades;total;població;;143
1998;Vilanova de Sau;homes;població;;142
1998;Vilanova de Sau;dones;població;;162
1998;Vilanova de Sau;total;població;;304
1998;Vilanova de Segrià;homes;població;;382
1998;Vilanova de Segrià;dones;població;;367
1998;Vilanova de Segrià;total;població;;749
1998;Vilanova del Camí;homes;població;;5067
1998;Vilanova del Camí;dones;població;;4989
1998;Vilanova del Camí;total;població;;10056
1998;Vilanova del Vallès;homes;població;;1098
1998;Vilanova del Vallès;dones;població;;1071
1998;Vilanova del Vallès;total;població;;2169
1998;Vilanova i la Geltrú;homes;població;;24682
1998;Vilanova i la Geltrú;dones;població;;25562
1998;Vilanova i la Geltrú;total;població;;50244
1998;Vilaplana;homes;població;;272
1998;Vilaplana;dones;població;;255
1998;Vilaplana;total;població;;527
1998;Vila-rodona;homes;població;;537
1998;Vila-rodona;dones;població;;471
1998;Vila-rodona;total;població;;1008
1998;Vila-sacra;homes;població;;165
1998;Vila-sacra;dones;població;;179
1998;Vila-sacra;total;població;;344
1998;Vila-sana;homes;població;;260
1998;Vila-sana;dones;població;;270
1998;Vila-sana;total;població;;530
1998;Vila-seca;homes;població;;6285
1998;Vila-seca;dones;població;;6213
1998;Vila-seca;total;població;;12498
1998;Vilassar de Dalt;homes;població;;3588
1998;Vilassar de Dalt;dones;població;;3676
1998;Vilassar de Dalt;total;població;;7264
1998;Vilassar de Mar;homes;població;;7892
1998;Vilassar de Mar;dones;població;;8132
1998;Vilassar de Mar;total;població;;16024
1998;Vilaür;homes;població;;67
1998;Vilaür;dones;població;;48
1998;Vilaür;total;població;;115
1998;Vilaverd;homes;població;;182
1998;Vilaverd;dones;població;;178
1998;Vilaverd;total;població;;360
1998;Vilella Alta, la;homes;població;;68
1998;Vilella Alta, la;dones;població;;62
1998;Vilella Alta, la;total;població;;130
1998;Vilella Baixa, la;homes;població;;91
1998;Vilella Baixa, la;dones;població;;81
1998;Vilella Baixa, la;total;població;;172
1998;Vilobí d'Onyar;homes;població;;1118
1998;Vilobí d'Onyar;dones;població;;1035
1998;Vilobí d'Onyar;total;població;;2153
1998;Vilobí del Penedès;homes;població;;438
1998;Vilobí del Penedès;dones;població;;414
1998;Vilobí del Penedès;total;població;;852
1998;Vilopriu;homes;població;;78
1998;Vilopriu;dones;població;;80
1998;Vilopriu;total;població;;158
1998;Vilosell, el;homes;població;;86
1998;Vilosell, el;dones;població;;109
1998;Vilosell, el;total;població;;195
1998;Vimbodí i Poblet;homes;població;;527
1998;Vimbodí i Poblet;dones;població;;496
1998;Vimbodí i Poblet;total;població;;1023
1998;Vinaixa;homes;població;;311
1998;Vinaixa;dones;població;;328
1998;Vinaixa;total;població;;639
1998;Vinebre;homes;població;;218
1998;Vinebre;dones;població;;227
1998;Vinebre;total;població;;445
1998;Vinyols i els Arcs;homes;població;;580
1998;Vinyols i els Arcs;dones;població;;533
1998;Vinyols i els Arcs;total;població;;1113
1998;Viver i Serrateix;homes;població;;98
1998;Viver i Serrateix;dones;població;;86
1998;Viver i Serrateix;total;població;;184
1998;Xerta;homes;població;;600
1998;Xerta;dones;població;;618
1998;Xerta;total;població;;1218
1998;Catalunya;homes;població;;3002684
1998;Catalunya;dones;població;;3144926
1998;Catalunya;total;població;;6147610
1999;Abella de la Conca;homes;població;;100
1999;Abella de la Conca;dones;població;;86
1999;Abella de la Conca;total;població;;186
1999;Abrera;homes;població;;3972
1999;Abrera;dones;població;;3756
1999;Abrera;total;població;;7728
1999;Àger;homes;població;;289
1999;Àger;dones;població;;253
1999;Àger;total;població;;542
1999;Agramunt;homes;població;;2501
1999;Agramunt;dones;població;;2432
1999;Agramunt;total;població;;4933
1999;Aguilar de Segarra;homes;població;;106
1999;Aguilar de Segarra;dones;població;;107
1999;Aguilar de Segarra;total;població;;213
1999;Agullana;homes;població;;322
1999;Agullana;dones;població;;302
1999;Agullana;total;població;;624
1999;Aiguafreda;homes;població;;1061
1999;Aiguafreda;dones;població;;1101
1999;Aiguafreda;total;població;;2162
1999;Aiguamúrcia;homes;població;;329
1999;Aiguamúrcia;dones;població;;314
1999;Aiguamúrcia;total;població;;643
1999;Aiguaviva;homes;població;;236
1999;Aiguaviva;dones;població;;235
1999;Aiguaviva;total;població;;471
1999;Aitona;homes;població;;1095
1999;Aitona;dones;població;;1098
1999;Aitona;total;població;;2193
1999;Alamús, els;homes;població;;337
1999;Alamús, els;dones;població;;335
1999;Alamús, els;total;població;;672
1999;Alàs i Cerc;homes;població;;228
1999;Alàs i Cerc;dones;població;;189
1999;Alàs i Cerc;total;població;;417
1999;Albagés, l';homes;població;;261
1999;Albagés, l';dones;població;;238
1999;Albagés, l';total;població;;499
1999;Albanyà;homes;població;;73
1999;Albanyà;dones;població;;64
1999;Albanyà;total;població;;137
1999;Albatàrrec;homes;població;;547
1999;Albatàrrec;dones;població;;549
1999;Albatàrrec;total;població;;1096
1999;Albesa;homes;població;;740
1999;Albesa;dones;població;;757
1999;Albesa;total;població;;1497
1999;Albi, l';homes;població;;399
1999;Albi, l';dones;població;;374
1999;Albi, l';total;població;;773
1999;Albinyana;homes;població;;667
1999;Albinyana;dones;població;;629
1999;Albinyana;total;població;;1296
1999;Albiol, l';homes;població;;83
1999;Albiol, l';dones;població;;76
1999;Albiol, l';total;població;;159
1999;Albons;homes;població;;293
1999;Albons;dones;població;;271
1999;Albons;total;població;;564
1999;Alcanar;homes;població;;3862
1999;Alcanar;dones;població;;3939
1999;Alcanar;total;població;;7801
1999;Alcanó;homes;població;;134
1999;Alcanó;dones;població;;129
1999;Alcanó;total;població;;263
1999;Alcarràs;homes;població;;2408
1999;Alcarràs;dones;població;;2406
1999;Alcarràs;total;població;;4814
1999;Alcoletge;homes;població;;874
1999;Alcoletge;dones;població;;844
1999;Alcoletge;total;població;;1718
1999;Alcover;homes;població;;1873
1999;Alcover;dones;població;;1819
1999;Alcover;total;població;;3692
1999;Aldea, l';homes;població;;1787
1999;Aldea, l';dones;població;;1739
1999;Aldea, l';total;població;;3526
1999;Aldover;homes;població;;370
1999;Aldover;dones;població;;414
1999;Aldover;total;població;;784
1999;Aleixar, l';homes;població;;351
1999;Aleixar, l';dones;població;;348
1999;Aleixar, l';total;població;;699
1999;Alella;homes;població;;4045
1999;Alella;dones;població;;4131
1999;Alella;total;població;;8176
1999;Alfara de Carles;homes;població;;201
1999;Alfara de Carles;dones;població;;181
1999;Alfara de Carles;total;població;;382
1999;Alfarràs;homes;població;;1434
1999;Alfarràs;dones;població;;1490
1999;Alfarràs;total;població;;2924
1999;Alfés;homes;població;;173
1999;Alfés;dones;població;;157
1999;Alfés;total;població;;330
1999;Alforja;homes;població;;639
1999;Alforja;dones;població;;591
1999;Alforja;total;població;;1230
1999;Algerri;homes;població;;252
1999;Algerri;dones;població;;268
1999;Algerri;total;població;;520
1999;Alguaire;homes;població;;1423
1999;Alguaire;dones;població;;1375
1999;Alguaire;total;població;;2798
1999;Alins;homes;població;;144
1999;Alins;dones;població;;140
1999;Alins;total;població;;284
1999;Alió;homes;població;;185
1999;Alió;dones;població;;179
1999;Alió;total;població;;364
1999;Almacelles;homes;població;;2795
1999;Almacelles;dones;població;;2720
1999;Almacelles;total;població;;5515
1999;Almatret;homes;població;;245
1999;Almatret;dones;població;;243
1999;Almatret;total;població;;488
1999;Almenar;homes;població;;1774
1999;Almenar;dones;població;;1683
1999;Almenar;total;població;;3457
1999;Almoster;homes;població;;387
1999;Almoster;dones;població;;380
1999;Almoster;total;població;;767
1999;Alòs de Balaguer;homes;població;;104
1999;Alòs de Balaguer;dones;població;;76
1999;Alòs de Balaguer;total;població;;180
1999;Alp;homes;població;;582
1999;Alp;dones;població;;545
1999;Alp;total;població;;1127
1999;Alpens;homes;població;;143
1999;Alpens;dones;població;;123
1999;Alpens;total;població;;266
1999;Alpicat;homes;població;;1895
1999;Alpicat;dones;població;;1918
1999;Alpicat;total;població;;3813
1999;Alt Àneu;homes;població;;220
1999;Alt Àneu;dones;població;;179
1999;Alt Àneu;total;població;;399
1999;Altafulla;homes;població;;1512
1999;Altafulla;dones;població;;1443
1999;Altafulla;total;població;;2955
1999;Amer;homes;població;;1114
1999;Amer;dones;població;;1132
1999;Amer;total;població;;2246
1999;Ametlla de Mar, l';homes;població;;2398
1999;Ametlla de Mar, l';dones;població;;2379
1999;Ametlla de Mar, l';total;població;;4777
1999;Ametlla del Vallès, l';homes;població;;2601
1999;Ametlla del Vallès, l';dones;població;;2693
1999;Ametlla del Vallès, l';total;població;;5294
1999;Ampolla, l';homes;població;;865
1999;Ampolla, l';dones;població;;891
1999;Ampolla, l';total;població;;1756
1999;Amposta;homes;població;;7982
1999;Amposta;dones;població;;8180
1999;Amposta;total;població;;16162
1999;Anglès;homes;població;;2471
1999;Anglès;dones;població;;2472
1999;Anglès;total;població;;4943
1999;Anglesola;homes;població;;656
1999;Anglesola;dones;població;;627
1999;Anglesola;total;població;;1283
1999;Arbeca;homes;població;;1220
1999;Arbeca;dones;població;;1168
1999;Arbeca;total;població;;2388
1999;Arboç, l';homes;població;;1807
1999;Arboç, l';dones;població;;1678
1999;Arboç, l';total;població;;3485
1999;Arbolí;homes;població;;66
1999;Arbolí;dones;població;;65
1999;Arbolí;total;població;;131
1999;Arbúcies;homes;població;;2481
1999;Arbúcies;dones;població;;2458
1999;Arbúcies;total;població;;4939
1999;Arenys de Mar;homes;població;;5948
1999;Arenys de Mar;dones;població;;6397
1999;Arenys de Mar;total;població;;12345
1999;Arenys de Munt;homes;població;;2992
1999;Arenys de Munt;dones;població;;3045
1999;Arenys de Munt;total;població;;6037
1999;Argelaguer;homes;població;;200
1999;Argelaguer;dones;població;;168
1999;Argelaguer;total;població;;368
1999;Argençola;homes;població;;103
1999;Argençola;dones;població;;92
1999;Argençola;total;població;;195
1999;Argentera, l';homes;població;;82
1999;Argentera, l';dones;població;;64
1999;Argentera, l';total;població;;146
1999;Argentona;homes;població;;4592
1999;Argentona;dones;població;;4621
1999;Argentona;total;població;;9213
1999;Armentera, l';homes;població;;372
1999;Armentera, l';dones;població;;370
1999;Armentera, l';total;població;;742
1999;Arnes;homes;població;;268
1999;Arnes;dones;població;;250
1999;Arnes;total;població;;518
1999;Arres;homes;població;;34
1999;Arres;dones;població;;32
1999;Arres;total;població;;66
1999;Arsèguel;homes;població;;54
1999;Arsèguel;dones;població;;55
1999;Arsèguel;total;població;;109
1999;Artés;homes;població;;2128
1999;Artés;dones;població;;2165
1999;Artés;total;població;;4293
1999;Artesa de Lleida;homes;població;;663
1999;Artesa de Lleida;dones;població;;634
1999;Artesa de Lleida;total;població;;1297
1999;Artesa de Segre;homes;població;;1626
1999;Artesa de Segre;dones;població;;1545
1999;Artesa de Segre;total;població;;3171
1999;Ascó;homes;població;;864
1999;Ascó;dones;població;;845
1999;Ascó;total;població;;1709
1999;Aspa;homes;població;;131
1999;Aspa;dones;població;;133
1999;Aspa;total;població;;264
1999;Avellanes i Santa Linya, les;homes;població;;260
1999;Avellanes i Santa Linya, les;dones;població;;228
1999;Avellanes i Santa Linya, les;total;població;;488
1999;Avià;homes;població;;922
1999;Avià;dones;població;;894
1999;Avià;total;població;;1816
1999;Avinyó;homes;població;;979
1999;Avinyó;dones;població;;1016
1999;Avinyó;total;població;;1995
1999;Avinyonet de Puigventós;homes;població;;253
1999;Avinyonet de Puigventós;dones;població;;254
1999;Avinyonet de Puigventós;total;població;;507
1999;Avinyonet del Penedès;homes;població;;622
1999;Avinyonet del Penedès;dones;població;;565
1999;Avinyonet del Penedès;total;població;;1187
1999;Badalona;homes;població;;103531
1999;Badalona;dones;població;;106104
1999;Badalona;total;població;;209635
1999;Badia del Vallès;homes;població;;8028
1999;Badia del Vallès;dones;població;;7857
1999;Badia del Vallès;total;població;;15885
1999;Bagà;homes;població;;1005
1999;Bagà;dones;població;;1078
1999;Bagà;total;població;;2083
1999;Baix Pallars;homes;població;;203
1999;Baix Pallars;dones;població;;149
1999;Baix Pallars;total;població;;352
1999;Balaguer;homes;població;;6457
1999;Balaguer;dones;població;;6715
1999;Balaguer;total;població;;13172
1999;Balenyà;homes;població;;1559
1999;Balenyà;dones;població;;1568
1999;Balenyà;total;població;;3127
1999;Balsareny;homes;població;;1608
1999;Balsareny;dones;població;;1648
1999;Balsareny;total;població;;3256
