any;municipi;sexe;concepte;estat;valor
2011;Riumors;total;població;;247
2011;Roca del Vallès, la;homes;població;;5193
2011;Roca del Vallès, la;dones;població;;5110
2011;Roca del Vallès, la;total;població;;10303
2011;Rocafort de Queralt;homes;població;;129
2011;Rocafort de Queralt;dones;població;;115
2011;Rocafort de Queralt;total;població;;244
2011;Roda de Berà;homes;població;;3277
2011;Roda de Berà;dones;població;;3007
2011;Roda de Berà;total;població;;6284
2011;Roda de Ter;homes;població;;3021
2011;Roda de Ter;dones;població;;3130
2011;Roda de Ter;total;població;;6151
2011;Rodonyà;homes;població;;266
2011;Rodonyà;dones;població;;234
2011;Rodonyà;total;població;;500
2011;Roquetes;homes;població;;4344
2011;Roquetes;dones;població;;3936
2011;Roquetes;total;població;;8280
2011;Roses;homes;població;;9947
2011;Roses;dones;població;;9784
2011;Roses;total;població;;19731
2011;Rosselló;homes;població;;1558
2011;Rosselló;dones;població;;1472
2011;Rosselló;total;població;;3030
2011;Rourell, el;homes;població;;201
2011;Rourell, el;dones;població;;185
2011;Rourell, el;total;població;;386
2011;Rubí;homes;població;;37046
2011;Rubí;dones;població;;36933
2011;Rubí;total;població;;73979
2011;Rubió;homes;població;;121
2011;Rubió;dones;població;;101
2011;Rubió;total;població;;222
2011;Rupià;homes;població;;120
2011;Rupià;dones;població;;121
2011;Rupià;total;població;;241
2011;Rupit i Pruit;homes;població;;159
2011;Rupit i Pruit;dones;població;;150
2011;Rupit i Pruit;total;població;;309
2011;Sabadell;homes;població;;101490
2011;Sabadell;dones;població;;106231
2011;Sabadell;total;població;;207721
2011;Sagàs;homes;població;;74
2011;Sagàs;dones;població;;66
2011;Sagàs;total;població;;140
2011;Salàs de Pallars;homes;població;;180
2011;Salàs de Pallars;dones;població;;173
2011;Salàs de Pallars;total;població;;353
2011;Saldes;homes;població;;180
2011;Saldes;dones;població;;144
2011;Saldes;total;població;;324
2011;Sales de Llierca;homes;població;;77
2011;Sales de Llierca;dones;població;;67
2011;Sales de Llierca;total;població;;144
2011;Sallent;homes;població;;3317
2011;Sallent;dones;població;;3575
2011;Sallent;total;població;;6892
2011;Salomó;homes;població;;285
2011;Salomó;dones;població;;240
2011;Salomó;total;població;;525
2011;Salou;homes;població;;14073
2011;Salou;dones;població;;12120
2011;Salou;total;població;;26193
2011;Salt;homes;població;;16216
2011;Salt;dones;població;;14173
2011;Salt;total;població;;30389
2011;Sanaüja;homes;població;;236
2011;Sanaüja;dones;població;;224
2011;Sanaüja;total;població;;460
2011;Sant Adrià de Besòs;homes;població;;16809
2011;Sant Adrià de Besòs;dones;població;;17348
2011;Sant Adrià de Besòs;total;població;;34157
2011;Sant Agustí de Lluçanès;homes;població;;50
2011;Sant Agustí de Lluçanès;dones;població;;46
2011;Sant Agustí de Lluçanès;total;població;;96
2011;Sant Andreu de la Barca;homes;població;;13692
2011;Sant Andreu de la Barca;dones;població;;13402
2011;Sant Andreu de la Barca;total;població;;27094
2011;Sant Andreu de Llavaneres;homes;població;;5188
2011;Sant Andreu de Llavaneres;dones;població;;5218
2011;Sant Andreu de Llavaneres;total;població;;10406
2011;Sant Andreu Salou;homes;població;;76
2011;Sant Andreu Salou;dones;població;;76
2011;Sant Andreu Salou;total;població;;152
2011;Sant Aniol de Finestres;homes;població;;184
2011;Sant Aniol de Finestres;dones;població;;161
2011;Sant Aniol de Finestres;total;població;;345
2011;Sant Antoni de Vilamajor;homes;població;;2784
2011;Sant Antoni de Vilamajor;dones;població;;2771
2011;Sant Antoni de Vilamajor;total;població;;5555
2011;Sant Bartomeu del Grau;homes;població;;498
2011;Sant Bartomeu del Grau;dones;població;;465
2011;Sant Bartomeu del Grau;total;població;;963
2011;Sant Boi de Llobregat;homes;població;;41117
2011;Sant Boi de Llobregat;dones;població;;41743
2011;Sant Boi de Llobregat;total;població;;82860
2011;Sant Boi de Lluçanès;homes;població;;267
2011;Sant Boi de Lluçanès;dones;població;;256
2011;Sant Boi de Lluçanès;total;població;;523
2011;Sant Cebrià de Vallalta;homes;població;;1781
2011;Sant Cebrià de Vallalta;dones;població;;1645
2011;Sant Cebrià de Vallalta;total;població;;3426
2011;Sant Celoni;homes;població;;8462
2011;Sant Celoni;dones;població;;8487
2011;Sant Celoni;total;població;;16949
2011;Sant Climent de Llobregat;homes;població;;1969
2011;Sant Climent de Llobregat;dones;població;;1938
2011;Sant Climent de Llobregat;total;població;;3907
2011;Sant Climent Sescebes;homes;població;;290
2011;Sant Climent Sescebes;dones;població;;255
2011;Sant Climent Sescebes;total;població;;545
2011;Sant Cugat del Vallès;homes;població;;40744
2011;Sant Cugat del Vallès;dones;població;;42593
2011;Sant Cugat del Vallès;total;població;;83337
2011;Sant Cugat Sesgarrigues;homes;població;;504
2011;Sant Cugat Sesgarrigues;dones;població;;488
2011;Sant Cugat Sesgarrigues;total;població;;992
2011;Sant Esteve de la Sarga;homes;població;;83
2011;Sant Esteve de la Sarga;dones;població;;55
2011;Sant Esteve de la Sarga;total;població;;138
2011;Sant Esteve de Palautordera;homes;població;;1234
2011;Sant Esteve de Palautordera;dones;població;;1282
2011;Sant Esteve de Palautordera;total;població;;2516
2011;Sant Esteve Sesrovires;homes;població;;3747
2011;Sant Esteve Sesrovires;dones;població;;3692
2011;Sant Esteve Sesrovires;total;població;;7439
2011;Sant Feliu de Buixalleu;homes;població;;403
2011;Sant Feliu de Buixalleu;dones;població;;365
2011;Sant Feliu de Buixalleu;total;població;;768
2011;Sant Feliu de Codines;homes;població;;3030
2011;Sant Feliu de Codines;dones;població;;2960
2011;Sant Feliu de Codines;total;població;;5990
2011;Sant Feliu de Guíxols;homes;població;;10830
2011;Sant Feliu de Guíxols;dones;població;;10984
2011;Sant Feliu de Guíxols;total;població;;21814
2011;Sant Feliu de Llobregat;homes;població;;21026
2011;Sant Feliu de Llobregat;dones;població;;22070
2011;Sant Feliu de Llobregat;total;població;;43096
2011;Sant Feliu de Pallerols;homes;població;;647
2011;Sant Feliu de Pallerols;dones;població;;683
2011;Sant Feliu de Pallerols;total;població;;1330
2011;Sant Feliu Sasserra;homes;població;;343
2011;Sant Feliu Sasserra;dones;població;;326
2011;Sant Feliu Sasserra;total;població;;669
2011;Sant Ferriol;homes;població;;134
2011;Sant Ferriol;dones;població;;94
2011;Sant Ferriol;total;població;;228
2011;Sant Fost de Campsentelles;homes;població;;4227
2011;Sant Fost de Campsentelles;dones;població;;4194
2011;Sant Fost de Campsentelles;total;població;;8421
2011;Sant Fruitós de Bages;homes;població;;4117
2011;Sant Fruitós de Bages;dones;població;;4081
2011;Sant Fruitós de Bages;total;població;;8198
2011;Sant Gregori;homes;població;;1662
2011;Sant Gregori;dones;població;;1618
2011;Sant Gregori;total;població;;3280
2011;Sant Guim de Freixenet;homes;població;;558
2011;Sant Guim de Freixenet;dones;població;;553
2011;Sant Guim de Freixenet;total;població;;1111
2011;Sant Guim de la Plana;homes;població;;103
2011;Sant Guim de la Plana;dones;població;;92
2011;Sant Guim de la Plana;total;població;;195
2011;Sant Hilari Sacalm;homes;població;;2939
2011;Sant Hilari Sacalm;dones;població;;2785
2011;Sant Hilari Sacalm;total;població;;5724
2011;Sant Hipòlit de Voltregà;homes;població;;1795
2011;Sant Hipòlit de Voltregà;dones;població;;1752
2011;Sant Hipòlit de Voltregà;total;població;;3547
2011;Sant Iscle de Vallalta;homes;població;;672
2011;Sant Iscle de Vallalta;dones;població;;609
2011;Sant Iscle de Vallalta;total;població;;1281
2011;Sant Jaume d'Enveja;homes;població;;1800
2011;Sant Jaume d'Enveja;dones;població;;1741
2011;Sant Jaume d'Enveja;total;població;;3541
2011;Sant Jaume de Frontanyà;homes;població;;11
2011;Sant Jaume de Frontanyà;dones;població;;8
2011;Sant Jaume de Frontanyà;total;població;;19
2011;Sant Jaume de Llierca;homes;població;;389
2011;Sant Jaume de Llierca;dones;població;;385
2011;Sant Jaume de Llierca;total;població;;774
2011;Sant Jaume dels Domenys;homes;població;;1285
2011;Sant Jaume dels Domenys;dones;població;;1220
2011;Sant Jaume dels Domenys;total;població;;2505
2011;Sant Joan de les Abadesses;homes;població;;1736
2011;Sant Joan de les Abadesses;dones;població;;1756
2011;Sant Joan de les Abadesses;total;població;;3492
2011;Sant Joan de Mollet;homes;població;;264
2011;Sant Joan de Mollet;dones;població;;258
2011;Sant Joan de Mollet;total;població;;522
2011;Sant Joan de Vilatorrada;homes;població;;5411
2011;Sant Joan de Vilatorrada;dones;població;;5356
2011;Sant Joan de Vilatorrada;total;població;;10767
2011;Sant Joan Despí;homes;població;;15889
2011;Sant Joan Despí;dones;població;;16517
2011;Sant Joan Despí;total;població;;32406
2011;Sant Joan les Fonts;homes;població;;1456
2011;Sant Joan les Fonts;dones;població;;1421
2011;Sant Joan les Fonts;total;població;;2877
2011;Sant Jordi Desvalls;homes;població;;323
2011;Sant Jordi Desvalls;dones;població;;344
2011;Sant Jordi Desvalls;total;població;;667
2011;Sant Julià de Cerdanyola;homes;població;;145
2011;Sant Julià de Cerdanyola;dones;població;;118
2011;Sant Julià de Cerdanyola;total;població;;263
2011;Sant Julià de Ramis;homes;població;;1686
2011;Sant Julià de Ramis;dones;població;;1662
2011;Sant Julià de Ramis;total;població;;3348
2011;Sant Julià de Vilatorta;homes;població;;1466
2011;Sant Julià de Vilatorta;dones;població;;1518
2011;Sant Julià de Vilatorta;total;població;;2984
2011;Sant Julià del Llor i Bonmatí;homes;població;;646
2011;Sant Julià del Llor i Bonmatí;dones;població;;625
2011;Sant Julià del Llor i Bonmatí;total;població;;1271
2011;Sant Just Desvern;homes;població;;7738
2011;Sant Just Desvern;dones;població;;8515
2011;Sant Just Desvern;total;població;;16253
2011;Sant Llorenç d'Hortons;homes;població;;1257
2011;Sant Llorenç d'Hortons;dones;població;;1235
2011;Sant Llorenç d'Hortons;total;població;;2492
2011;Sant Llorenç de la Muga;homes;població;;117
2011;Sant Llorenç de la Muga;dones;població;;110
2011;Sant Llorenç de la Muga;total;població;;227
2011;Sant Llorenç de Morunys;homes;població;;526
2011;Sant Llorenç de Morunys;dones;població;;506
2011;Sant Llorenç de Morunys;total;població;;1032
2011;Sant Llorenç Savall;homes;població;;1216
2011;Sant Llorenç Savall;dones;població;;1196
2011;Sant Llorenç Savall;total;població;;2412
2011;Sant Martí d'Albars;homes;població;;56
2011;Sant Martí d'Albars;dones;població;;53
2011;Sant Martí d'Albars;total;població;;109
2011;Sant Martí de Centelles;homes;població;;550
2011;Sant Martí de Centelles;dones;població;;530
2011;Sant Martí de Centelles;total;població;;1080
2011;Sant Martí de Llémena;homes;població;;306
2011;Sant Martí de Llémena;dones;població;;285
2011;Sant Martí de Llémena;total;població;;591
2011;Sant Martí de Riucorb;homes;població;;357
2011;Sant Martí de Riucorb;dones;població;;326
2011;Sant Martí de Riucorb;total;població;;683
2011;Sant Martí de Tous;homes;població;;590
2011;Sant Martí de Tous;dones;població;;577
2011;Sant Martí de Tous;total;població;;1167
2011;Sant Martí Sarroca;homes;població;;1596
2011;Sant Martí Sarroca;dones;població;;1601
2011;Sant Martí Sarroca;total;població;;3197
2011;Sant Martí Sesgueioles;homes;població;;188
2011;Sant Martí Sesgueioles;dones;població;;188
2011;Sant Martí Sesgueioles;total;població;;376
2011;Sant Martí Vell;homes;població;;137
2011;Sant Martí Vell;dones;població;;121
2011;Sant Martí Vell;total;població;;258
2011;Sant Mateu de Bages;homes;població;;332
2011;Sant Mateu de Bages;dones;població;;310
2011;Sant Mateu de Bages;total;població;;642
2011;Sant Miquel de Campmajor;homes;població;;121
2011;Sant Miquel de Campmajor;dones;població;;113
2011;Sant Miquel de Campmajor;total;població;;234
2011;Sant Miquel de Fluvià;homes;població;;390
2011;Sant Miquel de Fluvià;dones;població;;374
2011;Sant Miquel de Fluvià;total;població;;764
2011;Sant Mori;homes;població;;100
2011;Sant Mori;dones;població;;93
2011;Sant Mori;total;població;;193
2011;Sant Pau de Segúries;homes;població;;347
2011;Sant Pau de Segúries;dones;població;;347
2011;Sant Pau de Segúries;total;població;;694
2011;Sant Pere de Ribes;homes;població;;14551
2011;Sant Pere de Ribes;dones;població;;14232
2011;Sant Pere de Ribes;total;població;;28783
2011;Sant Pere de Riudebitlles;homes;població;;1195
2011;Sant Pere de Riudebitlles;dones;població;;1187
2011;Sant Pere de Riudebitlles;total;població;;2382
2011;Sant Pere de Torelló;homes;població;;1237
2011;Sant Pere de Torelló;dones;població;;1186
2011;Sant Pere de Torelló;total;població;;2423
2011;Sant Pere de Vilamajor;homes;població;;2142
2011;Sant Pere de Vilamajor;dones;població;;2114
2011;Sant Pere de Vilamajor;total;població;;4256
2011;Sant Pere Pescador;homes;població;;1133
2011;Sant Pere Pescador;dones;població;;975
2011;Sant Pere Pescador;total;població;;2108
2011;Sant Pere Sallavinera;homes;població;;89
2011;Sant Pere Sallavinera;dones;població;;75
2011;Sant Pere Sallavinera;total;població;;164
2011;Sant Pol de Mar;homes;població;;2558
2011;Sant Pol de Mar;dones;població;;2512
2011;Sant Pol de Mar;total;població;;5070
2011;Sant Quintí de Mediona;homes;població;;1104
2011;Sant Quintí de Mediona;dones;població;;1043
2011;Sant Quintí de Mediona;total;població;;2147
2011;Sant Quirze de Besora;homes;població;;1079
2011;Sant Quirze de Besora;dones;població;;1122
2011;Sant Quirze de Besora;total;població;;2201
2011;Sant Quirze del Vallès;homes;població;;9368
2011;Sant Quirze del Vallès;dones;població;;9683
2011;Sant Quirze del Vallès;total;població;;19051
2011;Sant Quirze Safaja;homes;població;;341
2011;Sant Quirze Safaja;dones;població;;320
2011;Sant Quirze Safaja;total;població;;661
2011;Sant Ramon;homes;població;;293
2011;Sant Ramon;dones;població;;259
2011;Sant Ramon;total;població;;552
2011;Sant Sadurní d'Anoia;homes;població;;6074
2011;Sant Sadurní d'Anoia;dones;població;;6271
2011;Sant Sadurní d'Anoia;total;població;;12345
2011;Sant Sadurní d'Osormort;homes;població;;52
2011;Sant Sadurní d'Osormort;dones;població;;43
2011;Sant Sadurní d'Osormort;total;població;;95
2011;Sant Salvador de Guardiola;homes;població;;1608
2011;Sant Salvador de Guardiola;dones;població;;1538
2011;Sant Salvador de Guardiola;total;població;;3146
2011;Sant Vicenç de Castellet;homes;població;;4547
2011;Sant Vicenç de Castellet;dones;població;;4579
2011;Sant Vicenç de Castellet;total;població;;9126
2011;Sant Vicenç de Montalt;homes;població;;2962
2011;Sant Vicenç de Montalt;dones;població;;2892
2011;Sant Vicenç de Montalt;total;població;;5854
2011;Sant Vicenç de Torelló;homes;població;;1004
2011;Sant Vicenç de Torelló;dones;població;;1045
2011;Sant Vicenç de Torelló;total;població;;2049
2011;Sant Vicenç dels Horts;homes;població;;14135
2011;Sant Vicenç dels Horts;dones;població;;14002
2011;Sant Vicenç dels Horts;total;població;;28137
2011;Santa Bàrbara;homes;població;;2042
2011;Santa Bàrbara;dones;població;;1947
2011;Santa Bàrbara;total;població;;3989
2011;Santa Cecília de Voltregà;homes;població;;97
2011;Santa Cecília de Voltregà;dones;població;;85
2011;Santa Cecília de Voltregà;total;població;;182
2011;Santa Coloma de Cervelló;homes;població;;3901
2011;Santa Coloma de Cervelló;dones;població;;4030
2011;Santa Coloma de Cervelló;total;població;;7931
2011;Santa Coloma de Farners;homes;població;;6293
2011;Santa Coloma de Farners;dones;població;;6012
2011;Santa Coloma de Farners;total;població;;12305
2011;Santa Coloma de Gramenet;homes;població;;61082
2011;Santa Coloma de Gramenet;dones;població;;59742
2011;Santa Coloma de Gramenet;total;població;;120824
2011;Santa Coloma de Queralt;homes;població;;1558
2011;Santa Coloma de Queralt;dones;població;;1534
2011;Santa Coloma de Queralt;total;població;;3092
2011;Santa Cristina d'Aro;homes;població;;2582
2011;Santa Cristina d'Aro;dones;població;;2484
2011;Santa Cristina d'Aro;total;població;;5066
2011;Santa Eugènia de Berga;homes;població;;1188
2011;Santa Eugènia de Berga;dones;població;;1106
2011;Santa Eugènia de Berga;total;població;;2294
2011;Santa Eulàlia de Riuprimer;homes;població;;576
2011;Santa Eulàlia de Riuprimer;dones;població;;547
2011;Santa Eulàlia de Riuprimer;total;població;;1123
2011;Santa Eulàlia de Ronçana;homes;població;;3447
2011;Santa Eulàlia de Ronçana;dones;població;;3474
2011;Santa Eulàlia de Ronçana;total;població;;6921
2011;Santa Fe del Penedès;homes;població;;208
2011;Santa Fe del Penedès;dones;població;;200
2011;Santa Fe del Penedès;total;població;;408
2011;Santa Llogaia d'Àlguema;homes;població;;177
2011;Santa Llogaia d'Àlguema;dones;població;;165
2011;Santa Llogaia d'Àlguema;total;població;;342
2011;Santa Margarida de Montbui;homes;població;;4923
2011;Santa Margarida de Montbui;dones;població;;4889
2011;Santa Margarida de Montbui;total;població;;9812
2011;Santa Margarida i els Monjos;homes;població;;3588
2011;Santa Margarida i els Monjos;dones;població;;3442
2011;Santa Margarida i els Monjos;total;població;;7030
2011;Santa Maria d'Oló;homes;població;;541
2011;Santa Maria d'Oló;dones;població;;525
2011;Santa Maria d'Oló;total;població;;1066
2011;Santa Maria de Besora;homes;població;;80
2011;Santa Maria de Besora;dones;població;;80
2011;Santa Maria de Besora;total;població;;160
2011;Santa Maria de Martorelles;homes;població;;430
2011;Santa Maria de Martorelles;dones;població;;411
2011;Santa Maria de Martorelles;total;població;;841
2011;Santa Maria de Merlès;homes;població;;82
2011;Santa Maria de Merlès;dones;població;;89
2011;Santa Maria de Merlès;total;població;;171
2011;Santa Maria de Miralles;homes;població;;69
2011;Santa Maria de Miralles;dones;població;;71
2011;Santa Maria de Miralles;total;població;;140
2011;Santa Maria de Palautordera;homes;població;;4677
2011;Santa Maria de Palautordera;dones;població;;4420
2011;Santa Maria de Palautordera;total;població;;9097
2011;Santa Oliva;homes;població;;1730
2011;Santa Oliva;dones;població;;1613
2011;Santa Oliva;total;població;;3343
2011;Santa Pau;homes;població;;807
2011;Santa Pau;dones;població;;794
2011;Santa Pau;total;població;;1601
2011;Santa Perpètua de Mogoda;homes;població;;13047
2011;Santa Perpètua de Mogoda;dones;població;;12284
2011;Santa Perpètua de Mogoda;total;població;;25331
2011;Santa Susanna;homes;població;;1693
2011;Santa Susanna;dones;població;;1624
2011;Santa Susanna;total;població;;3317
2011;Santpedor;homes;població;;3608
2011;Santpedor;dones;població;;3577
2011;Santpedor;total;població;;7185
2011;Sarral;homes;població;;874
2011;Sarral;dones;població;;829
2011;Sarral;total;població;;1703
2011;Sarrià de Ter;homes;població;;2343
2011;Sarrià de Ter;dones;població;;2371
2011;Sarrià de Ter;total;població;;4714
2011;Sarroca de Bellera;homes;població;;74
2011;Sarroca de Bellera;dones;població;;53
2011;Sarroca de Bellera;total;població;;127
2011;Sarroca de Lleida;homes;població;;236
2011;Sarroca de Lleida;dones;població;;197
2011;Sarroca de Lleida;total;població;;433
2011;Saus, Camallera i Llampaies;homes;població;;372
2011;Saus, Camallera i Llampaies;dones;població;;408
2011;Saus, Camallera i Llampaies;total;població;;780
2011;Savallà del Comtat;homes;població;;34
2011;Savallà del Comtat;dones;població;;35
2011;Savallà del Comtat;total;població;;69
2011;Secuita, la;homes;població;;810
2011;Secuita, la;dones;població;;772
2011;Secuita, la;total;població;;1582
2011;Selva de Mar, la;homes;població;;111
2011;Selva de Mar, la;dones;població;;98
2011;Selva de Mar, la;total;població;;209
2011;Selva del Camp, la;homes;població;;2822
2011;Selva del Camp, la;dones;població;;2754
2011;Selva del Camp, la;total;població;;5576
2011;Senan;homes;població;;34
2011;Senan;dones;població;;21
2011;Senan;total;població;;55
2011;Sénia, la;homes;població;;3084
2011;Sénia, la;dones;població;;2961
2011;Sénia, la;total;població;;6045
2011;Senterada;homes;població;;73
2011;Senterada;dones;població;;62
2011;Senterada;total;població;;135
2011;Sentiu de Sió, la;homes;població;;248
2011;Sentiu de Sió, la;dones;població;;240
2011;Sentiu de Sió, la;total;població;;488
2011;Sentmenat;homes;població;;4266
2011;Sentmenat;dones;població;;4141
2011;Sentmenat;total;població;;8407
2011;Serinyà;homes;població;;569
2011;Serinyà;dones;població;;548
2011;Serinyà;total;població;;1117
2011;Seròs;homes;població;;1052
2011;Seròs;dones;població;;858
2011;Seròs;total;població;;1910
2011;Serra de Daró;homes;població;;113
2011;Serra de Daró;dones;població;;96
2011;Serra de Daró;total;població;;209
2011;Setcases;homes;població;;95
2011;Setcases;dones;població;;81
2011;Setcases;total;població;;176
2011;Seu d'Urgell, la;homes;població;;6379
2011;Seu d'Urgell, la;dones;població;;6630
2011;Seu d'Urgell, la;total;població;;13009
2011;Seva;homes;població;;1754
2011;Seva;dones;població;;1658
2011;Seva;total;població;;3412
2011;Sidamon;homes;població;;372
2011;Sidamon;dones;població;;367
2011;Sidamon;total;població;;739
2011;Sils;homes;població;;2799
2011;Sils;dones;població;;2693
2011;Sils;total;població;;5492
2011;Sitges;homes;població;;14270
2011;Sitges;dones;població;;14347
2011;Sitges;total;població;;28617
2011;Siurana;homes;població;;95
2011;Siurana;dones;població;;86
2011;Siurana;total;població;;181
2011;Sobremunt;homes;població;;42
2011;Sobremunt;dones;població;;46
2011;Sobremunt;total;població;;88
2011;Soleràs, el;homes;població;;197
2011;Soleràs, el;dones;població;;172
2011;Soleràs, el;total;població;;369
2011;Solivella;homes;població;;349
2011;Solivella;dones;població;;338
2011;Solivella;total;població;;687
2011;Solsona;homes;població;;4665
2011;Solsona;dones;població;;4639
2011;Solsona;total;població;;9304
2011;Sora;homes;població;;102
2011;Sora;dones;població;;77
2011;Sora;total;població;;179
2011;Soriguera;homes;població;;200
2011;Soriguera;dones;població;;168
2011;Soriguera;total;població;;368
2011;Sort;homes;població;;1204
2011;Sort;dones;població;;1156
2011;Sort;total;població;;2360
2011;Soses;homes;població;;910
2011;Soses;dones;població;;854
2011;Soses;total;població;;1764
2011;Subirats;homes;població;;1540
2011;Subirats;dones;població;;1535
2011;Subirats;total;població;;3075
2011;Sudanell;homes;població;;489
2011;Sudanell;dones;població;;396
2011;Sudanell;total;població;;885
2011;Sunyer;homes;població;;161
2011;Sunyer;dones;població;;144
2011;Sunyer;total;població;;305
2011;Súria;homes;població;;3052
2011;Súria;dones;població;;3203
2011;Súria;total;població;;6255
2011;Susqueda;homes;població;;68
2011;Susqueda;dones;població;;47
2011;Susqueda;total;població;;115
2011;Tagamanent;homes;població;;170
2011;Tagamanent;dones;població;;144
2011;Tagamanent;total;població;;314
2011;Talamanca;homes;població;;89
2011;Talamanca;dones;població;;66
2011;Talamanca;total;població;;155
2011;Talarn;homes;població;;277
2011;Talarn;dones;població;;246
2011;Talarn;total;població;;523
2011;Talavera;homes;població;;162
2011;Talavera;dones;població;;128
2011;Talavera;total;població;;290
2011;Tallada d'Empordà, la;homes;població;;224
2011;Tallada d'Empordà, la;dones;població;;225
2011;Tallada d'Empordà, la;total;població;;449
2011;Taradell;homes;població;;3111
2011;Taradell;dones;població;;3070
2011;Taradell;total;població;;6181
2011;Tarragona;homes;població;;65961
2011;Tarragona;dones;població;;68124
2011;Tarragona;total;població;;134085
2011;Tàrrega;homes;població;;8617
2011;Tàrrega;dones;població;;8512
2011;Tàrrega;total;població;;17129
2011;Tarrés;homes;població;;57
2011;Tarrés;dones;població;;51
2011;Tarrés;total;població;;108
2011;Tarroja de Segarra;homes;població;;91
2011;Tarroja de Segarra;dones;població;;84
2011;Tarroja de Segarra;total;població;;175
2011;Tavèrnoles;homes;població;;155
2011;Tavèrnoles;dones;població;;152
2011;Tavèrnoles;total;població;;307
2011;Tavertet;homes;població;;79
2011;Tavertet;dones;població;;63
2011;Tavertet;total;població;;142
2011;Teià;homes;població;;3060
2011;Teià;dones;població;;3102
2011;Teià;total;població;;6162
2011;Térmens;homes;població;;784
2011;Térmens;dones;població;;737
2011;Térmens;total;població;;1521
2011;Terrades;homes;població;;157
2011;Terrades;dones;població;;154
2011;Terrades;total;població;;311
2011;Terrassa;homes;població;;105920
2011;Terrassa;dones;població;;107777
2011;Terrassa;total;població;;213697
2011;Tiana;homes;població;;3871
2011;Tiana;dones;població;;4102
2011;Tiana;total;població;;7973
2011;Tírvia;homes;població;;81
2011;Tírvia;dones;població;;79
2011;Tírvia;total;població;;160
2011;Tiurana;homes;població;;40
2011;Tiurana;dones;població;;43
2011;Tiurana;total;població;;83
2011;Tivenys;homes;població;;464
2011;Tivenys;dones;població;;446
2011;Tivenys;total;població;;910
2011;Tivissa;homes;població;;927
2011;Tivissa;dones;població;;897
2011;Tivissa;total;població;;1824
2011;Tona;homes;població;;4051
2011;Tona;dones;població;;4068
2011;Tona;total;població;;8119
2011;Torà;homes;població;;683
2011;Torà;dones;població;;660
2011;Torà;total;població;;1343
2011;Tordera;homes;població;;8167
2011;Tordera;dones;població;;7807
2011;Tordera;total;població;;15974
2011;Torelló;homes;població;;6887
2011;Torelló;dones;població;;7044
2011;Torelló;total;població;;13931
2011;Torms, els;homes;població;;94
2011;Torms, els;dones;població;;77
2011;Torms, els;total;població;;171
2011;Tornabous;homes;població;;469
2011;Tornabous;dones;població;;402
2011;Tornabous;total;població;;871
2011;Torre de Cabdella, la;homes;població;;384
2011;Torre de Cabdella, la;dones;població;;385
2011;Torre de Cabdella, la;total;població;;769
2011;Torre de Claramunt, la;homes;població;;1973
2011;Torre de Claramunt, la;dones;població;;1823
2011;Torre de Claramunt, la;total;població;;3796
2011;Torre de Fontaubella, la;homes;població;;73
2011;Torre de Fontaubella, la;dones;població;;67
2011;Torre de Fontaubella, la;total;població;;140
2011;Torre de l'Espanyol, la;homes;població;;354
2011;Torre de l'Espanyol, la;dones;població;;344
2011;Torre de l'Espanyol, la;total;població;;698
2011;Torrebesses;homes;població;;157
2011;Torrebesses;dones;població;;143
2011;Torrebesses;total;població;;300
2011;Torredembarra;homes;població;;7692
2011;Torredembarra;dones;població;;7769
2011;Torredembarra;total;població;;15461
2011;Torrefarrera;homes;població;;2182
2011;Torrefarrera;dones;població;;2127
2011;Torrefarrera;total;població;;4309
2011;Torrefeta i Florejacs;homes;població;;329
2011;Torrefeta i Florejacs;dones;població;;305
2011;Torrefeta i Florejacs;total;població;;634
2011;Torregrossa;homes;població;;1133
2011;Torregrossa;dones;població;;1108
2011;Torregrossa;total;població;;2241
2011;Torrelameu;homes;població;;409
2011;Torrelameu;dones;població;;305
2011;Torrelameu;total;població;;714
2011;Torrelavit;homes;població;;755
2011;Torrelavit;dones;població;;643
2011;Torrelavit;total;població;;1398
2011;Torrelles de Foix;homes;població;;1292
2011;Torrelles de Foix;dones;població;;1162
2011;Torrelles de Foix;total;població;;2454
2011;Torrelles de Llobregat;homes;població;;2810
2011;Torrelles de Llobregat;dones;població;;2851
2011;Torrelles de Llobregat;total;població;;5661
2011;Torrent;homes;població;;100
2011;Torrent;dones;població;;89
2011;Torrent;total;població;;189
2011;Torres de Segre;homes;població;;1115
2011;Torres de Segre;dones;població;;1031
2011;Torres de Segre;total;població;;2146
2011;Torre-serona;homes;població;;182
2011;Torre-serona;dones;població;;166
2011;Torre-serona;total;població;;348
2011;Torroella de Fluvià;homes;població;;354
2011;Torroella de Fluvià;dones;població;;345
2011;Torroella de Fluvià;total;població;;699
2011;Torroella de Montgrí;homes;població;;5770
2011;Torroella de Montgrí;dones;població;;5615
2011;Torroella de Montgrí;total;població;;11385
2011;Torroja del Priorat;homes;població;;93
2011;Torroja del Priorat;dones;població;;78
2011;Torroja del Priorat;total;població;;171
2011;Tortellà;homes;població;;380
2011;Tortellà;dones;població;;380
2011;Tortellà;total;població;;760
2011;Tortosa;homes;població;;17305
2011;Tortosa;dones;població;;17127
2011;Tortosa;total;població;;34432
2011;Toses;homes;població;;99
2011;Toses;dones;població;;62
2011;Toses;total;població;;161
2011;Tossa de Mar;homes;població;;3023
2011;Tossa de Mar;dones;població;;2894
2011;Tossa de Mar;total;població;;5917
2011;Tremp;homes;població;;3462
